transcation_id,customer_id,Impression_viewed
234,386107,6/17/2022
235,386107,6/24/2022
236,386107,6/6/2022
237,386107,6/15/2022
238,386107,6/12/2022
239,386107,6/9/2022
240,386107,6/22/2022
241,386107,6/2/2022
242,311576,6/21/2022
243,311576,6/27/2022
244,311576,6/19/2022
245,311576,7/1/2022
246,311576,6/26/2022
247,311576,6/2/2022
248,311576,6/29/2022
249,311576,6/8/2022
250,311576,6/30/2022
251,311576,6/2/2022
252,311576,6/20/2022
253,311576,6/5/2022
254,311576,6/27/2022
255,311576,6/28/2022
256,311576,6/18/2022
257,311576,6/25/2022
258,311576,7/1/2022
259,311576,6/24/2022
260,311576,6/12/2022
261,353499,6/4/2022
262,353499,6/4/2022
263,353499,6/17/2022
264,34239,6/29/2022
265,34239,6/6/2022
266,34239,6/15/2022
267,34239,6/24/2022
268,34239,6/6/2022
269,34239,6/24/2022
270,34239,6/15/2022
271,34239,6/11/2022
272,34239,6/12/2022
273,34239,6/21/2022
274,34239,6/8/2022
275,34239,6/9/2022
276,34239,6/1/2022
277,34239,6/1/2022
278,330108,6/27/2022
279,330108,6/14/2022
280,330108,6/6/2022
281,330108,6/9/2022
282,330108,6/24/2022
283,330108,6/5/2022
284,330108,6/27/2022
285,330108,6/2/2022
286,330108,6/28/2022
287,330108,6/10/2022
288,330108,6/26/2022
289,330108,6/15/2022
290,330108,6/13/2022
291,330108,6/10/2022
292,330108,6/8/2022
293,330108,6/5/2022
294,330108,6/6/2022
295,469351,6/28/2022
296,469351,6/14/2022
297,469351,7/1/2022
298,469351,7/1/2022
299,469351,6/23/2022
300,469351,6/28/2022
301,469351,6/8/2022
302,469351,6/17/2022
303,469351,6/19/2022
304,469351,6/3/2022
305,469351,6/11/2022
306,469351,6/27/2022
307,469351,6/30/2022
308,469351,6/16/2022
309,469351,6/30/2022
310,469351,6/6/2022
311,469351,6/28/2022
312,469351,6/8/2022
313,469351,6/30/2022
314,469351,6/25/2022
315,278743,6/29/2022
316,278743,6/20/2022
317,278743,6/12/2022
318,278743,6/9/2022
319,278743,6/25/2022
320,278743,6/7/2022
321,278743,6/17/2022
322,278743,6/26/2022
323,278743,6/29/2022
324,278743,6/17/2022
325,278743,6/5/2022
326,385424,6/25/2022
327,385424,6/3/2022
328,385424,6/12/2022
329,385424,6/15/2022
330,385424,6/17/2022
331,385424,6/27/2022
332,385424,6/24/2022
333,385424,6/12/2022
334,385424,6/12/2022
335,385424,6/13/2022
336,385424,6/25/2022
337,385424,6/6/2022
338,385424,6/6/2022
339,385424,6/22/2022
340,385424,6/16/2022
341,385424,6/14/2022
342,385424,6/17/2022
343,385424,6/26/2022
344,385424,6/4/2022
345,283638,6/6/2022
346,283638,6/1/2022
347,283638,6/19/2022
348,283638,6/2/2022
349,283638,6/25/2022
350,283638,6/3/2022
351,283638,6/29/2022
352,283638,6/29/2022
353,283638,6/30/2022
354,283638,6/7/2022
355,283638,6/24/2022
356,283638,6/19/2022
357,182940,6/19/2022
358,182940,6/4/2022
359,182940,6/13/2022
360,182940,6/10/2022
361,182940,6/30/2022
362,182940,6/4/2022
363,182940,6/29/2022
364,182940,6/18/2022
365,243925,6/16/2022
366,243925,6/19/2022
367,243925,6/10/2022
368,243925,6/10/2022
369,243925,6/8/2022
370,243925,6/12/2022
371,243925,7/1/2022
372,232606,6/25/2022
373,232606,6/5/2022
374,232606,6/29/2022
375,232606,6/5/2022
376,232606,6/1/2022
377,232606,6/8/2022
378,232606,6/25/2022
379,232606,6/14/2022
380,121012,6/10/2022
381,121012,6/12/2022
382,121012,6/11/2022
383,121012,6/6/2022
384,121012,6/28/2022
385,160968,6/17/2022
386,160968,6/30/2022
387,160968,6/2/2022
388,160968,6/10/2022
389,160968,6/4/2022
390,160968,6/6/2022
391,160968,6/13/2022
392,160968,6/28/2022
393,160968,6/27/2022
394,160968,6/28/2022
395,160968,6/4/2022
396,160968,6/25/2022
397,466959,7/1/2022
398,466959,6/21/2022
399,243243,6/4/2022
400,243243,6/3/2022
401,243243,6/5/2022
402,243243,6/3/2022
403,243243,6/5/2022
404,243243,6/12/2022
405,243243,6/17/2022
406,243243,7/1/2022
407,243243,6/7/2022
408,243243,6/16/2022
409,254374,6/27/2022
410,247803,6/8/2022
411,247803,6/1/2022
412,247803,6/26/2022
413,247803,6/20/2022
414,247803,6/7/2022
415,247803,6/26/2022
416,247803,6/1/2022
417,247803,6/10/2022
418,247803,6/29/2022
419,247803,6/23/2022
420,247803,6/10/2022
421,247803,6/19/2022
422,247803,6/28/2022
423,247803,6/13/2022
424,424174,6/9/2022
425,424174,6/24/2022
426,424174,6/30/2022
427,73748,6/5/2022
428,73748,6/11/2022
429,73748,6/30/2022
430,73748,6/11/2022
431,73748,6/23/2022
432,73748,6/29/2022
433,73748,6/27/2022
434,73748,6/2/2022
435,73748,6/12/2022
436,73748,6/12/2022
437,171014,6/5/2022
438,171014,6/16/2022
439,87302,6/29/2022
440,87302,6/14/2022
441,87302,6/27/2022
442,87302,6/5/2022
443,87302,6/12/2022
444,87302,6/25/2022
445,87302,6/21/2022
446,87302,6/19/2022
447,87302,6/28/2022
448,87302,6/22/2022
449,325012,6/20/2022
450,325012,6/9/2022
451,325012,6/1/2022
452,325012,6/1/2022
453,325012,6/22/2022
454,325012,6/22/2022
455,325012,6/26/2022
456,325012,6/23/2022
457,325012,6/1/2022
458,325012,6/9/2022
459,325012,6/5/2022
460,325012,6/8/2022
461,325012,6/8/2022
462,325012,6/25/2022
463,325012,6/10/2022
464,325012,6/21/2022
465,325012,6/22/2022
466,325012,6/25/2022
467,325012,6/10/2022
468,433604,6/9/2022
469,433604,6/16/2022
470,433604,6/11/2022
471,433604,6/20/2022
472,433604,6/8/2022
473,433604,6/1/2022
474,214648,6/30/2022
475,214648,6/23/2022
476,214648,6/28/2022
477,214648,6/9/2022
478,214648,6/11/2022
479,214648,6/14/2022
480,214648,6/7/2022
481,214648,6/5/2022
482,214648,6/7/2022
483,214648,6/14/2022
484,214648,6/15/2022
485,214648,6/7/2022
486,214648,6/28/2022
487,214648,6/22/2022
488,214648,6/15/2022
489,214648,6/14/2022
490,214648,6/30/2022
491,214648,6/5/2022
492,214648,6/5/2022
493,214648,6/5/2022
494,1503,6/3/2022
495,1503,6/26/2022
496,1503,6/26/2022
497,1503,6/17/2022
498,1503,6/28/2022
499,1503,6/20/2022
500,1503,6/25/2022
501,1503,6/15/2022
502,1503,7/1/2022
503,1503,6/21/2022
504,263631,6/15/2022
505,263631,6/11/2022
506,263631,6/19/2022
507,263631,6/12/2022
508,263631,6/1/2022
509,263631,6/10/2022
510,263631,6/16/2022
511,263631,6/7/2022
512,263631,6/15/2022
513,96449,6/10/2022
514,96449,6/8/2022
515,96449,6/3/2022
516,96449,6/20/2022
517,96449,6/19/2022
518,96449,6/7/2022
519,96449,6/29/2022
520,96449,6/29/2022
521,96449,6/2/2022
522,96449,6/8/2022
523,96449,6/4/2022
524,96449,6/3/2022
525,96449,6/5/2022
526,96449,6/19/2022
527,96449,6/20/2022
528,96449,6/20/2022
529,96449,6/27/2022
530,267536,6/5/2022
531,267536,6/28/2022
532,267536,6/4/2022
533,267536,6/5/2022
534,267536,6/23/2022
535,267536,7/1/2022
536,267536,6/3/2022
537,267536,6/4/2022
538,267536,6/7/2022
539,267536,6/23/2022
540,267536,6/30/2022
541,267536,6/23/2022
542,267536,6/10/2022
543,6772,6/30/2022
544,6772,6/13/2022
545,6772,6/20/2022
546,6772,6/24/2022
547,6772,6/25/2022
548,6772,6/26/2022
549,6772,6/18/2022
550,6772,6/28/2022
551,167656,6/16/2022
552,167656,6/9/2022
553,167656,6/17/2022
554,167656,6/3/2022
555,167656,6/13/2022
556,167656,6/4/2022
557,167656,6/22/2022
558,167656,6/12/2022
559,104134,6/12/2022
560,164174,6/13/2022
561,164174,6/14/2022
562,164174,6/27/2022
563,164174,6/23/2022
564,164174,6/22/2022
565,164174,6/29/2022
566,164174,6/29/2022
567,407436,6/7/2022
568,407436,6/20/2022
569,407436,6/12/2022
570,407436,6/4/2022
571,407436,6/18/2022
572,407436,6/12/2022
573,407436,6/27/2022
574,407436,6/11/2022
575,407436,6/28/2022
576,407436,6/16/2022
577,407436,6/9/2022
578,407436,6/24/2022
579,407436,6/1/2022
580,407436,6/17/2022
581,271068,6/12/2022
582,271068,6/11/2022
583,271068,7/1/2022
584,271068,6/20/2022
585,271068,6/4/2022
586,271068,6/14/2022
587,271068,6/17/2022
588,271068,6/21/2022
589,271068,6/10/2022
590,271068,6/15/2022
591,262845,6/1/2022
592,262845,6/6/2022
593,262845,6/8/2022
594,262845,6/17/2022
595,224507,6/29/2022
596,224507,6/1/2022
597,224507,6/6/2022
598,425904,6/25/2022
599,425904,6/7/2022
600,425904,7/1/2022
601,425904,6/2/2022
602,43072,6/26/2022
603,43072,6/9/2022
604,43072,6/11/2022
605,43072,6/11/2022
606,43072,6/20/2022
607,43072,6/22/2022
608,43072,6/1/2022
609,43072,6/3/2022
610,43072,6/1/2022
611,43072,6/21/2022
612,43072,6/22/2022
613,43072,6/20/2022
614,43072,6/2/2022
615,43072,6/3/2022
616,43072,6/29/2022
617,43072,6/9/2022
618,43072,6/7/2022
619,341080,6/11/2022
620,341080,6/4/2022
621,341080,6/19/2022
622,341080,6/10/2022
623,341080,6/4/2022
624,401216,6/17/2022
625,401216,6/18/2022
626,401216,6/10/2022
627,401216,6/16/2022
628,401216,6/7/2022
629,401216,6/14/2022
630,401216,6/8/2022
631,401216,6/2/2022
632,401216,6/22/2022
633,401216,6/21/2022
634,401216,6/22/2022
635,401216,6/28/2022
636,401216,6/16/2022
637,401216,6/25/2022
638,401216,6/14/2022
639,142669,6/27/2022
640,142669,6/30/2022
641,142669,6/14/2022
642,142669,6/16/2022
643,142669,6/14/2022
644,142669,6/25/2022
645,142669,6/29/2022
646,142669,6/19/2022
647,142669,6/25/2022
648,142669,6/9/2022
649,142669,6/8/2022
650,142669,6/20/2022
651,142669,6/6/2022
652,142669,6/22/2022
653,236452,6/16/2022
654,236452,6/8/2022
655,236452,6/20/2022
656,236452,6/22/2022
657,236452,6/3/2022
658,236452,6/18/2022
659,236452,6/2/2022
660,236452,6/27/2022
661,236452,6/28/2022
662,236452,6/18/2022
663,236452,6/21/2022
664,236452,6/18/2022
665,236452,6/16/2022
666,236452,6/21/2022
667,236452,6/18/2022
668,236452,6/21/2022
669,236452,6/30/2022
670,236452,7/1/2022
671,115487,6/6/2022
672,115487,6/23/2022
673,115487,6/17/2022
674,115487,6/26/2022
675,115487,6/30/2022
676,115487,6/17/2022
677,64137,6/16/2022
678,64137,6/15/2022
679,64137,6/15/2022
680,344713,6/2/2022
681,344713,6/20/2022
682,344713,6/19/2022
683,344713,6/13/2022
684,344713,6/22/2022
685,344713,7/1/2022
686,285137,6/5/2022
687,285137,6/25/2022
688,285137,6/30/2022
689,285137,6/16/2022
690,285137,6/8/2022
691,285137,7/1/2022
692,285137,6/3/2022
693,324205,6/26/2022
694,324205,6/6/2022
695,324205,6/6/2022
696,218224,6/2/2022
697,218224,6/6/2022
698,218224,6/2/2022
699,218224,6/8/2022
700,218224,6/27/2022
701,218224,6/24/2022
702,218224,6/4/2022
703,218224,6/18/2022
704,218224,6/16/2022
705,218224,6/2/2022
706,218224,6/27/2022
707,218224,6/18/2022
708,218224,7/1/2022
709,218224,6/15/2022
710,218224,6/24/2022
711,218224,6/5/2022
712,218224,6/6/2022
713,218224,6/30/2022
714,464772,6/13/2022
715,464772,6/21/2022
716,464772,6/7/2022
717,464772,6/10/2022
718,464772,6/17/2022
719,464772,6/11/2022
720,464772,6/14/2022
721,464772,6/22/2022
722,243430,6/12/2022
723,243430,6/2/2022
724,243430,6/22/2022
725,243430,6/24/2022
726,243430,6/28/2022
727,243430,6/8/2022
728,243430,6/2/2022
729,150247,6/16/2022
730,150247,6/21/2022
731,150247,6/28/2022
732,150247,6/9/2022
733,150247,6/8/2022
734,150247,6/29/2022
735,406647,6/29/2022
736,406647,6/21/2022
737,406647,6/6/2022
738,406647,6/20/2022
739,406647,6/9/2022
740,406647,6/19/2022
741,361659,6/18/2022
742,361659,6/14/2022
743,361659,6/21/2022
744,361659,6/4/2022
745,361659,6/7/2022
746,361659,6/26/2022
747,361659,6/25/2022
748,361659,6/15/2022
749,361659,6/8/2022
750,361659,6/3/2022
751,361659,7/1/2022
752,361659,6/20/2022
753,222098,7/1/2022
754,222098,6/14/2022
755,222098,6/1/2022
756,222098,6/28/2022
757,222098,6/17/2022
758,222098,6/4/2022
759,222098,6/8/2022
760,222098,6/22/2022
761,222098,6/21/2022
762,222098,6/2/2022
763,222098,6/9/2022
764,222098,6/5/2022
765,222098,6/5/2022
766,476966,6/16/2022
767,296985,6/29/2022
768,296985,6/26/2022
769,296985,6/30/2022
770,296985,6/17/2022
771,296985,6/3/2022
772,296985,6/9/2022
773,296985,6/2/2022
774,296985,6/17/2022
775,296985,6/19/2022
776,296985,6/25/2022
777,296985,6/9/2022
778,296985,6/26/2022
779,296985,6/10/2022
780,296985,6/26/2022
781,296985,6/16/2022
782,296985,6/29/2022
783,296985,6/2/2022
784,169259,6/3/2022
785,169259,6/16/2022
786,169259,6/25/2022
787,181,6/18/2022
788,181,6/27/2022
789,181,6/20/2022
790,181,6/4/2022
791,181,6/2/2022
792,181,6/15/2022
793,181,6/7/2022
794,181,6/30/2022
795,181,6/22/2022
796,181,6/12/2022
797,181,6/18/2022
798,181,6/10/2022
799,181,6/11/2022
800,471854,6/26/2022
801,471854,6/13/2022
802,471854,6/5/2022
803,471854,6/17/2022
804,471854,6/1/2022
805,471854,7/1/2022
806,471854,6/29/2022
807,471854,6/7/2022
808,471854,6/24/2022
809,471854,6/5/2022
810,471854,7/1/2022
811,471854,6/11/2022
812,471854,6/13/2022
813,471854,6/23/2022
814,471854,6/12/2022
815,471854,6/30/2022
816,471854,6/26/2022
817,471854,6/14/2022
818,471854,6/28/2022
819,28132,6/28/2022
820,28132,6/26/2022
821,28132,6/2/2022
822,28132,6/14/2022
823,366103,6/27/2022
824,366103,6/17/2022
825,366103,6/23/2022
826,366103,6/29/2022
827,366103,6/4/2022
828,366103,6/17/2022
829,366103,6/1/2022
830,366103,6/19/2022
831,366103,6/2/2022
832,366103,6/14/2022
833,366103,7/1/2022
834,330979,6/15/2022
835,218820,6/7/2022
836,448877,6/22/2022
837,448877,6/15/2022
838,448877,6/20/2022
839,448877,6/13/2022
840,448877,6/10/2022
841,448877,6/27/2022
842,448877,6/6/2022
843,448877,6/13/2022
844,448877,6/6/2022
845,448877,6/8/2022
846,448877,6/4/2022
847,448877,6/18/2022
848,448877,6/15/2022
849,448877,6/21/2022
850,448877,6/28/2022
851,430445,6/1/2022
852,430445,6/1/2022
853,312661,6/11/2022
854,312661,6/6/2022
855,312661,6/1/2022
856,312661,6/17/2022
857,312661,6/14/2022
858,312661,6/7/2022
859,312661,6/7/2022
860,312661,6/13/2022
861,312661,6/5/2022
862,312661,6/7/2022
863,312661,6/30/2022
864,312661,6/28/2022
865,312661,6/26/2022
866,312661,6/6/2022
867,312661,6/20/2022
868,312661,6/13/2022
869,312661,6/25/2022
870,312661,6/29/2022
871,312661,6/13/2022
872,312661,6/3/2022
873,178368,6/21/2022
874,178368,6/3/2022
875,178368,6/13/2022
876,178368,6/18/2022
877,178368,6/24/2022
878,178368,6/28/2022
879,178368,6/29/2022
880,178368,6/7/2022
881,178368,6/24/2022
882,178368,6/27/2022
883,178368,6/29/2022
884,178368,6/14/2022
885,178368,6/13/2022
886,5110,6/20/2022
887,5110,6/22/2022
888,5110,6/27/2022
889,5110,6/15/2022
890,5110,6/14/2022
891,5110,6/4/2022
892,5110,6/8/2022
893,5110,6/19/2022
894,345698,6/25/2022
895,337383,6/5/2022
896,337383,6/7/2022
897,337383,6/13/2022
898,337383,6/22/2022
899,337383,6/23/2022
900,337383,6/9/2022
901,337383,6/23/2022
902,337383,6/28/2022
903,337383,6/19/2022
904,337383,6/14/2022
905,337383,6/5/2022
906,337383,6/1/2022
907,337383,6/17/2022
908,337383,6/27/2022
909,337383,6/18/2022
910,337383,6/13/2022
911,337383,6/4/2022
912,143479,6/17/2022
913,143479,6/11/2022
914,143479,6/13/2022
915,385762,6/24/2022
916,385762,6/16/2022
917,385762,6/8/2022
918,385762,6/11/2022
919,385762,6/2/2022
920,385762,6/5/2022
921,87427,6/7/2022
922,87427,6/14/2022
923,87427,6/2/2022
924,87427,6/24/2022
925,87427,6/25/2022
926,87427,6/25/2022
927,87427,6/3/2022
928,87427,6/1/2022
929,87427,6/7/2022
930,87427,6/24/2022
931,87427,6/4/2022
932,87427,6/19/2022
933,87427,6/14/2022
934,87427,6/28/2022
935,145988,6/12/2022
936,145988,6/7/2022
937,145988,7/1/2022
938,145988,6/12/2022
939,145988,6/19/2022
940,145988,6/8/2022
941,145988,6/20/2022
942,145988,6/10/2022
943,145988,6/19/2022
944,145988,6/10/2022
945,145988,6/13/2022
946,145988,6/11/2022
947,145988,7/1/2022
948,145988,6/12/2022
949,145988,6/5/2022
950,145988,6/10/2022
951,470432,6/25/2022
952,470432,6/12/2022
953,470432,6/21/2022
954,470432,6/27/2022
955,470432,6/30/2022
956,470432,6/11/2022
957,470432,6/18/2022
958,470432,6/22/2022
959,120707,6/28/2022
960,120707,6/14/2022
961,120707,6/24/2022
962,120707,6/12/2022
963,120707,6/30/2022
964,440426,6/26/2022
965,440426,6/22/2022
966,489411,6/1/2022
967,489411,6/30/2022
968,489411,6/6/2022
969,489411,6/7/2022
970,489411,6/2/2022
971,489411,6/23/2022
972,489411,6/2/2022
973,489411,6/6/2022
974,489411,6/22/2022
975,489411,6/9/2022
976,489411,6/23/2022
977,489411,6/5/2022
978,489411,6/6/2022
979,489411,6/21/2022
980,489411,6/15/2022
981,489411,6/2/2022
982,489411,6/29/2022
983,489411,6/30/2022
984,273943,6/26/2022
985,273943,6/15/2022
986,273943,6/21/2022
987,273943,6/19/2022
988,273943,6/6/2022
989,273943,6/15/2022
990,273943,6/21/2022
991,273943,6/25/2022
992,273943,6/22/2022
993,273943,6/25/2022
994,273943,6/4/2022
995,273943,6/26/2022
996,273943,6/29/2022
997,46319,6/25/2022
998,229869,7/1/2022
999,229869,6/24/2022
1000,229869,6/7/2022
1001,229869,6/7/2022
1002,229869,6/12/2022
1003,229869,6/28/2022
1004,229869,6/16/2022
1005,229869,6/19/2022
1006,229869,6/12/2022
1007,229869,6/1/2022
1008,229869,7/1/2022
1009,229869,6/5/2022
1010,229869,6/8/2022
1011,58859,6/27/2022
1012,58859,6/7/2022
1013,58859,6/28/2022
1014,58859,6/7/2022
1015,58859,6/11/2022
1016,58859,6/24/2022
1017,58859,6/27/2022
1018,58859,6/13/2022
1019,58859,6/2/2022
1020,58859,6/29/2022
1021,58859,6/25/2022
1022,58859,6/19/2022
1023,5192,6/30/2022
1024,5192,6/5/2022
1025,5192,6/30/2022
1026,5192,6/15/2022
1027,5192,7/1/2022
1028,5192,6/15/2022
1029,5192,6/5/2022
1030,5192,6/26/2022
1031,5192,6/17/2022
1032,5192,6/19/2022
1033,5192,6/14/2022
1034,5192,6/17/2022
1035,5192,6/26/2022
1036,5192,6/30/2022
1037,5192,6/13/2022
1038,198284,6/10/2022
1039,198284,6/2/2022
1040,198284,7/1/2022
1041,198284,7/1/2022
1042,198284,6/18/2022
1043,198284,6/21/2022
1044,198284,6/6/2022
1045,198284,6/5/2022
1046,198284,6/20/2022
1047,198284,6/19/2022
1048,198284,6/12/2022
1049,198284,6/13/2022
1050,189240,6/3/2022
1051,58399,6/7/2022
1052,58399,6/25/2022
1053,58399,6/25/2022
1054,58399,6/27/2022
1055,58399,6/10/2022
1056,58399,6/2/2022
1057,58399,6/25/2022
1058,58399,6/14/2022
1059,242037,7/1/2022
1060,242037,6/26/2022
1061,242037,6/5/2022
1062,242037,6/25/2022
1063,242037,6/12/2022
1064,242037,6/11/2022
1065,242037,7/1/2022
1066,242037,6/12/2022
1067,242037,6/12/2022
1068,126331,6/11/2022
1069,126331,6/14/2022
1070,126331,6/26/2022
1071,126331,6/5/2022
1072,126331,6/11/2022
1073,126331,6/12/2022
1074,126331,6/17/2022
1075,126331,6/3/2022
1076,244113,6/26/2022
1077,284583,6/1/2022
1078,284583,7/1/2022
1079,284583,6/8/2022
1080,233034,7/1/2022
1081,233034,6/4/2022
1082,17953,6/2/2022
1083,17953,6/9/2022
1084,17953,6/17/2022
1085,17953,6/17/2022
1086,17953,6/26/2022
1087,17953,6/20/2022
1088,17953,6/24/2022
1089,17953,6/19/2022
1090,17953,6/16/2022
1091,17953,6/6/2022
1092,17953,6/27/2022
1093,17953,6/23/2022
1094,17953,6/15/2022
1095,17953,6/6/2022
1096,17953,6/6/2022
1097,17953,6/4/2022
1098,17953,6/9/2022
1099,30314,6/25/2022
1100,30314,6/10/2022
1101,30314,6/19/2022
1102,30314,6/29/2022
1103,30314,6/5/2022
1104,30314,6/14/2022
1105,30314,6/2/2022
1106,30314,6/11/2022
1107,30314,6/1/2022
1108,30314,6/9/2022
1109,400017,6/8/2022
1110,400017,6/20/2022
1111,400017,6/5/2022
1112,400017,6/1/2022
1113,400017,6/30/2022
1114,400017,6/27/2022
1115,400017,6/9/2022
1116,400017,6/9/2022
1117,400017,6/27/2022
1118,400017,6/9/2022
1119,400017,6/20/2022
1120,400017,6/22/2022
1121,400017,6/14/2022
1122,104648,6/1/2022
1123,104648,6/22/2022
1124,104648,6/19/2022
1125,104648,6/30/2022
1126,104648,6/21/2022
1127,104648,6/16/2022
1128,104648,6/11/2022
1129,104648,6/22/2022
1130,104648,6/10/2022
1131,104648,6/16/2022
1132,104648,6/19/2022
1133,104648,6/15/2022
1134,104648,6/17/2022
1135,104648,6/24/2022
1136,104648,6/11/2022
1137,104648,6/4/2022
1138,104648,6/21/2022
1139,403291,6/11/2022
1140,403291,6/13/2022
1141,403291,6/3/2022
1142,403291,6/19/2022
1143,403291,6/27/2022
1144,403291,6/20/2022
1145,403291,6/13/2022
1146,403291,6/7/2022
1147,403291,6/9/2022
1148,403291,6/12/2022
1149,403291,6/15/2022
1150,403291,6/2/2022
1151,403291,6/28/2022
